,Date,Price,Open,High,Low,Change %,Change,Y,Y_pos,HL_Range,year,month,day,RSI 20,Overbought,Oversold,MACD,Signal,MACD - Signal,ADX,MA_50,MA_50_diff,MA_100,MA_100_diff,EMA_150,EMA_150_diff
1,2020-12-31,1.2213,1.2298,1.231,1.2209,-0.67,-0.008199999999999985,-9.999999999998899e-05,0,0.008269876361254399,2020,12,31,60.54049830010889,1,0,0.007758661548270762,0.008124471859926102,-0.0003658103116553398,27.827334759254605,1.1980200000000014,0.0007939999999999614,1.1888329999999963,0.0004009999999998737,1.175449443001793,0.000615443718096742
2,2020-12-30,1.2295,1.2248,1.2311,1.2246,0.39,0.0048000000000001375,-0.008199999999999985,0,0.005286701911346216,2020,12,30,68.72362972444918,1,0,0.008145334930284243,0.008205763040293955,-6.042811000971267e-05,28.174582304340376,1.1972260000000015,0.0008680000000000909,1.1884319999999964,0.0005129999999999857,1.1748339992836963,0.0007337718216953171
3,2020-12-29,1.2247,1.2217,1.2276,1.2207,0.27,0.0032999999999998586,0.0048000000000001375,1,0.0056340328243652555,2020,12,29,66.18161925719846,1,0,0.00793156315136212,0.008219191509185002,-0.0002876283578228823,27.63952460625699,1.1963580000000014,0.0008519999999998529,1.1879189999999964,0.0005079999999999529,1.174100227462001,0.0006791915776913626
4,2020-12-28,1.2214,1.2202,1.2251,1.2181,0.08,0.001000000000000112,0.0032999999999998586,1,0.005731128213525559,2020,12,28,64.28579404277227,1,0,0.007946939863305857,0.008283108922034531,-0.0003361690587286737,27.527295544277013,1.1955060000000015,0.0008960000000000079,1.1874109999999964,0.00047799999999997844,1.1734210358843096,0.0006440129411502404
5,2020-12-25,1.2204,1.2186,1.2212,1.2165,0.15,0.0018000000000000238,0.001000000000000112,1,0.0038511963290725573,2020,12,25,63.69997693251737,1,0,0.008131272596485495,0.00835781315730757,-0.0002265405608220753,27.769495177756166,1.1946100000000015,0.0009720000000001949,1.1869329999999965,0.00041800000000002946,1.1727770229431593,0.000639234591367055
6,2020-12-24,1.2186,1.2188,1.2217,1.2177,0.01,9.999999999998899e-05,0.0018000000000000238,1,0.00328245527654686,2020,12,24,62.6524150496708,1,0,0.008350247831143243,0.00840815550415692,-5.790767301367718e-05,28.66044487378796,1.1936380000000013,0.0009599999999998499,1.1865149999999964,0.0003109999999999502,1.1721377883517923,0.0006236538476271924
7,2020-12-23,1.2185,1.2163,1.2221,1.2154,0.2,0.0023999999999999577,9.999999999998899e-05,1,0.005498563807960549,2020,12,23,62.595444766019675,1,0,0.008668500848546534,0.008421023875937737,0.00024747697260879727,29.329894672548676,1.1926780000000015,0.0008780000000001564,1.1862039999999965,0.00032399999999999096,1.171514134504165,0.0006306827583333341
8,2020-12-22,1.2161,1.2244,1.2257,1.2151,-0.66,-0.008099999999999996,0.0023999999999999577,1,0.008716388454896754,2020,12,22,61.24766612947375,1,0,0.008979287777703737,0.008366028993135781,0.000613258784567956,30.047162314078015,1.1918000000000013,0.0008340000000000014,1.1858799999999965,0.0003610000000000557,1.1708834517458317,0.0006069335336131854
9,2020-12-21,1.2242,1.2242,1.2254,1.2129,-0.11,-0.0013000000000000789,-0.008099999999999996,0,0.010210749877470966,2020,12,21,69.24780378339061,1,0,0.009447842373150106,0.008229749263231792,0.001218093109918314,30.81566335857374,1.1909660000000013,0.0008580000000000254,1.1855189999999964,0.0004809999999999537,1.1702765182122186,0.0007238051246680755
10,2020-12-18,1.2255,1.2268,1.2273,1.2225,-0.09,-0.0010999999999998789,-0.0013000000000000789,0,0.003916768665850785,2020,12,18,70.65492758654145,1,0,0.009328659392482175,0.007959061905472168,0.0013695974870100072,31.67991717792934,1.1901080000000013,0.0008619999999999184,1.1850379999999965,0.00048099999999973164,1.1695527130875505,0.0007509702941268515
11,2020-12-17,1.2266,1.2199,1.2274,1.2191,0.57,0.006899999999999906,-0.0010999999999998789,0,0.006766672101744639,2020,12,17,71.82818727717728,1,0,0.008995089451641736,0.007654706908358832,0.0013403825432829032,30.32896266717795,1.1892460000000014,0.0010159999999999059,1.1845569999999968,0.00042000000000008697,1.1688017427934236,0.0007758155329742333
12,2020-12-16,1.2197,1.2152,1.2213,1.2125,0.38,0.0045999999999999375,0.006899999999999906,1,0.0072148889071084205,2020,12,16,68.73433656545551,1,0,0.008417673076116072,0.007356844120962632,0.0010608289551534405,28.881511405658603,1.1882300000000015,0.0008740000000000414,1.1841369999999967,0.0004070000000000462,1.1680259272604494,0.0006936117146250087
13,2020-12-15,1.2151,1.2143,1.217,1.2121,0.07,0.0008000000000001339,0.0045999999999999375,1,0.004032589910295553,2020,12,15,66.3971520858216,1,0,0.008139177473738268,0.007121104353150756,0.0010180731205875126,27.94675652505578,1.1873560000000014,0.0008340000000000014,1.1837299999999966,0.0004370000000000207,1.1673323155458244,0.0006411769725391814
14,2020-12-14,1.2143,1.2131,1.2177,1.2115,0.26,0.0031999999999998696,0.0008000000000001339,1,0.005105822284443699,2020,12,14,65.97695377625814,1,0,0.008058658930205631,0.006894865881909086,0.0011637930482965454,27.483111947610663,1.1865220000000014,0.0007239999999999469,1.1832929999999966,0.00039199999999994795,1.1666911385732852,0.0006390451198217129
15,2020-12-11,1.2111,1.2137,1.2163,1.2105,-0.21,-0.0024999999999999467,0.0031999999999998696,1,0.004789034761786827,2020,12,11,64.2795763904912,1,0,0.007940009094459466,0.006636245204509853,0.0013037638899496126,26.98634990034804,1.1857980000000015,0.0007960000000000189,1.1829009999999966,0.0004569999999999297,1.1660520934534635,0.0006046698865307398
16,2020-12-10,1.2136,1.2083,1.216,1.2075,0.46,0.00550000000000006,-0.0024999999999999467,0,0.007003955174686842,2020,12,10,66.75117396482801,1,0,0.007953284082370837,0.0063465198956321614,0.0016067641867386758,26.633037142170643,1.1850020000000014,0.0007779999999999454,1.1824439999999967,0.0005420000000000424,1.1654474235669328,0.0006463433078265357
17,2020-12-09,1.2081,1.2103,1.2148,1.2059,-0.17,-0.0020000000000000018,0.00550000000000006,1,0.007366939822862454,2020,12,9,63.845743578431644,1,0,0.007706415258909249,0.005989461187468011,0.001716954071441238,26.291927680356157,1.1842240000000015,0.0007260000000000044,1.1819019999999967,0.0005129999999999857,1.1648010802591062,0.0005811935535691148
18,2020-12-08,1.2101,1.2109,1.2134,1.2095,-0.06,-0.000700000000000145,-0.0020000000000000018,0,0.0032228741426328523,2020,12,8,65.83306986609783,1,0,0.007735300486809038,0.0056079158382588475,0.0021273846485501905,26.07147452610307,1.1834980000000015,0.0007179999999999964,1.1813889999999967,0.0005749999999997701,1.164219886705537,0.0006158404469056578
19,2020-12-07,1.2108,1.2128,1.2167,1.2078,-0.1,-0.0011999999999998678,-0.000700000000000145,0,0.0073505120581433,2020,12,7,66.52154971873534,1,0,0.007546595735801853,0.005135163694136583,0.00241143204166527,25.00014317209544,1.1827800000000015,0.0008879999999999999,1.180813999999997,0.0006639999999999979,1.1636040462586315,0.0006335027347834643
